name,sku,size,description,available,sortOrder,collections,imageUrl
"6"" Bromeliad Torchita",7115015900,"6""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,db81aa_0d58d566cdf240a9b0fa350267cef4c7~mv2.jpg
"6"" Ornamental Pepper",7115221000,"6""","A compact, colourful plant grown for its clusters of small, vividly coloured decorative peppers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_d193b85a687c43c696581f49c3ddc02e~mv2.jpg;23f81e_f51726151e3a44a388fa91140d3f1c09~mv2.jpg
"6"" Poinsettia - White",7115500100,"6""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_220fa64421b0410fa0de9b97c2f137ce~mv2.jpg
"6"" Zygo - Schlumbergera Truncata",7115530000,"6""","Commonly known as the Christmas or Thanksgiving Cactus, blooming in cheerful pink, red, or white flowers. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Blooms are triggered by cooler temperatures and longer nights in fall. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_cd45190fa2a6431d9b14aa0fc9cc23d2~mv2.jpg;23f81e_5971772dc6704fe688bb0f3815e6dc7c~mv2.jpg
"7"" Mixed Point Pan",7118540000,"7""","A festive mixed planting of seasonal blooming plants for holiday colour. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_971ab2b2e90b46cf9a337dd8f00223f3~mv2.jpg
"7"" Kalsettia",7118620000,"7""","A colourful mixed planting combining Kalanchoe and companion plants for long-lasting seasonal display. Prefers bright light with some direct sun each day. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_e7776902f05d402a9c98e61c4071a830~mv2.jpg
"7"" Mixed Bulb Pan",7118900100,"7""","A ready-to-bloom pot of mixed seasonal bulbs for easy, colourful display. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_f86724a40d8042b3ab733e5c78839f87~mv2.jpg
"8"" Poinsettia - Red",7120500000,"8""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_abda8f84fce84fd9a746af8c7a0c81be~mv2.jpg
"10"" Red Poinsettia",7120500300,"10""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_ec9732c447844749a94a696d19daf2b6~mv2.jpg
"6"" Bromeliad - Guzmania",7175605800,"6""","A dramatic tropical plant with a bold rosette of foliage and a long-lasting, colourful central bloom spike. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep the central ""cup"" filled with fresh water and mist the leaves regularly; water the soil sparingly. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_0cb7d36367eb4261b55de516e648a0c8~mv2.jpg;23f81e_5fb6bab6c2204f68961077c97a77e750~mv2.jpg;23f81e_c9ecc3bc25dd49d49249bb767ab83c9d~mv2.jpg;23f81e_9d976bfdc59b41189628aa9c822e853f~mv2.jpg
"6"" Karl Forester Grass",7175925800,"6""","An upright, elegant ornamental grass with narrow blades and feathery seed plumes. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_1100550ff9664f178f52d002bd1c3bb9~mv2.jpg
"6"" Wintergreen - Gaultheria",7181170700,"6""","Also known as Gaultheria, a compact evergreen shrub with glossy leaves and bright red winter berries. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_62136529745043e48476f923e72a08f9~mv2.jpg
"4"" Carnations",3110310300,"4""","A long-lasting classic with ruffled, fragrant blooms in a wide range of colours. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_60c96e5f5fc2495d9d21f48eac05e17a~mv2.png
"4"" Coleus-Mini Kong",6610509300,"4""","A vibrant foliage plant with richly patterned, multicoloured leaves that brighten shade gardens and containers. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_ec7748ecca7f4e7ca4fdcbf5e90dc8fa~mv2.jpg
"4"" Cordyline - Red Star",1110071200,"4""","A bold, architectural plant with strappy, colourful foliage that adds instant drama to patios and beds. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,db81aa_256349f1f1704040ac18daa68d4c2cdb~mv2.jpg
"4"" Dwarf Pomegranate",6610900000,"4""","A compact ornamental shrub with glossy leaves, bright orange-red flowers, and small decorative fruit. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Outdoor Items,23f81e_70eeb44fc293460fb652db77b191de9f~mv2.jpg
"4"" Fibre Optic Grass",1110286500,"4""","A whimsical, fine-textured grass-like plant with thread-like leaves tipped in tiny brown seed heads. Prefers bright light with some direct sun each day. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_eab57e43f0ec4f92bf3f1668e989d2aa~mv2.jpg
"4"" Snapdragon",6610501500,"4""","A cool-season favourite with tall spikes of colourful, snapping flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_c3561393f5b0498881586cfadf886471~mv2.jpg
"4"" Tradescantia -Hijau Baru",1110311500,"4""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pinch back regularly to keep it full and bushy. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_8de735b7408a46e6b902bf716199b1b2~mv2.jpg
"4"" White Kalanchoe",3110620100,"4""","A cheerful, long-blooming succulent with clusters of pure white flowers atop glossy, scalloped leaves. Prefers bright light with some direct sun each day. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_7ffcd1bf7a024e7586baec25a2d8f948~mv2.jpg
1gal Alstromeria,3115040000,1gal,"Also known as Peruvian Lily, a long-blooming perennial with clusters of exotic, freckled flowers. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,db81aa_1d039e23412f47d49f89fe5be55ee32e~mv2.jpg
"6"" Heuchera",6615529000,"6""","Also called Coral Bells, a shade-tolerant perennial grown for its richly coloured, ruffled foliage. Grows best in part sun to light shade. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Outdoor Items,23f81e_cabe8702ed424e79bcaa7f73e9e34216~mv2.jpg
"6"" Lemon Cypress",7115225000,"6""","A fragrant evergreen with bright, lemon-scented golden-green foliage, popular as a festive accent. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Christmas,23f81e_974e23787006484daaa10e3faecb9841~mv2.jpg
"6"" Lisianthus",3115670000,"6""","An elegant flowering plant with rose-like blooms in soft, romantic colours. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_feb21099d19b49b5b5be5e7652718ced~mv2.jpg
"6"" Paper White Narcissus",3115670000,"6""","A fragrant, fast-forcing narcissus bulb that blooms indoors with clusters of pure white flowers. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_5eaa37e662bc411db2e75532015a44d8~mv2_d_3504_3072_s_4_2.jpg
"6"" Poinsettia - Assorted",7115500000,"6""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_0b8795e155884bba9452e9b949fdd827~mv2.jpg;23f81e_220fa64421b0410fa0de9b97c2f137ce~mv2.jpg;23f81e_c1c2139e7b644222b9c2d47a3a608869~mv2.jpg;23f81e_426ba808c7cb49d6a246d4257a78c123~mv2.jpg
"6"" Poinsettia - Jingle",7115501600,"6""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_837c63a230234475aeec9d0a9952e116~mv2.jpg
"6"" Poinsettia - Pink",7115500700,"6""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_426ba808c7cb49d6a246d4257a78c123~mv2.jpg
"6"" Poinsettia  -Red",7115500300,"6""","The classic holiday plant, prized for its vivid, star-shaped bracts that last for weeks with proper care. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from cold drafts and let the soil dry slightly between waterings. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_7485c359e2554afaa8e7407250e88a84~mv2.jpg;23f81e_0b8795e155884bba9452e9b949fdd827~mv2.jpg
"6"" Zygo H.B",7115531000,"6""","Commonly known as the Christmas or Thanksgiving Cactus, blooming in cheerful pink, red, or white flowers. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Blooms are triggered by cooler temperatures and longer nights in fall. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Christmas,23f81e_1006006bd4ca49a7a54780d6bd248a31~mv2.jpg
"6"" ZZ Plant - Black",1115350000,"6""","An extremely low-maintenance plant with glossy, waxy leaflets on upright stems. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Stores water in its rhizomes, so it easily tolerates neglect. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_92637c0601ba4304b20dff7ca7823819~mv2.jpg
